#{"t_start": 1762632990.989535, "env_id": "None"}
r,l,t
-200.0,1,1228.290142
-200.0,1,1228.322503
-200.0,1,1228.354968
-200.0,1,1228.385063
-200.0,1,1228.416121
243.15,134,1230.291208
-200.0,1,1230.322429
-200.0,1,1230.355
-200.0,1,1230.387268
639.75,140,1232.320001
-200.0,1,1232.3533
-200.0,1,1232.396234
-200.0,1,1232.425809
-200.0,1,1232.455458
-200.0,1,1232.485889
286.35,106,1233.9603
-200.0,1,1233.992018
-200.0,1,1234.024148
-200.0,1,1234.056198
889.7,275,1237.856368
-200.0,1,1237.889928
-200.0,1,1237.921143
-200.0,1,1237.950133
706.7,179,1240.43952
-200.0,1,1240.474131
-200.0,1,1240.502867
-200.0,1,1240.53533
893.95,130,1242.782548
-200.0,1,1242.811273
-200.0,1,1242.840902
-200.0,1,1242.871649
1319.7,285,1246.799436
-200.0,1,1246.831294
-200.0,1,1246.86309
-200.0,1,1246.891845
878.1,171,1249.26422
-200.0,1,1249.295111
-200.0,1,1249.327308
-200.0,1,1249.35972
520.75,174,1251.760933
-200.0,1,1251.793082
-200.0,1,1251.823097
-200.0,1,1251.852397
1633.0,243,1255.217399
-200.0,1,1255.251606
-200.0,1,1255.282744
-200.0,1,1255.314485
8.55,30,1255.736077
-200.0,1,1255.771394
-200.0,1,1255.806024
-200.0,1,1255.839127
-200.0,1,1255.867051
4606.55,800,1266.852756
-200.0,1,1266.886755
-200.0,1,1266.919925
-200.0,1,1266.951449
338.25,176,1269.400405
-200.0,1,1269.432545
-200.0,1,1269.464593
-200.0,1,1269.495102
573.95,144,1271.948834
-200.0,1,1271.97986
-200.0,1,1272.009898
-200.0,1,1272.039836
713.4,179,1274.509326
-200.0,1,1274.540843
-200.0,1,1274.573021
-200.0,1,1274.604466
1155.2,267,1278.287372
-200.0,1,1278.320259
-200.0,1,1278.352838
-200.0,1,1278.38727
-67.5,57,1279.179132
-200.0,1,1279.209955
-200.0,1,1279.240664
-200.0,1,1279.27279
-200.0,1,1279.304701
-3.0,61,1280.162374
-200.0,1,1280.195126
-200.0,1,1280.230718
-200.0,1,1280.26154
3376.85,502,1287.152943
-200.0,1,1287.184783
-200.0,1,1287.218645
-200.0,1,1287.250416
1049.6,133,1289.119544
-200.0,1,1289.151598
-200.0,1,1289.186403
-200.0,1,1289.218252
349.8,147,1291.269523
-200.0,1,1291.29995
-200.0,1,1291.330428
-200.0,1,1291.359721
1009.55,160,1293.576398
-200.0,1,1293.609327
-200.0,1,1293.641456
-200.0,1,1293.672593
555.05,146,1295.673244
-200.0,1,1295.705882
-200.0,1,1295.735787
-200.0,1,1295.768351
230.45,98,1297.135242
-200.0,1,1297.170324
-200.0,1,1297.201354
-200.0,1,1297.234555
-200.0,1,1297.265988
-201.55,2,1297.307469
-200.0,1,1297.339021
-200.0,1,1297.37139
-200.0,1,1297.402021
807.2,195,1300.122703
-200.0,1,1300.155389
-200.0,1,1300.188088
-200.0,1,1300.217331
-80.95,40,1300.78594
-200.0,1,1300.817223
-200.0,1,1300.850005
-200.0,1,1300.87935
-192.1,3,1300.933398
-200.0,1,1300.963226
-200.0,1,1300.9932
-200.0,1,1301.023348
4772.55,714,1311.287842
-200.0,1,1311.322811
-200.0,1,1311.35514
-200.0,1,1311.38684
2271.35,310,1315.660225
-200.0,1,1315.69246
-200.0,1,1315.722309
-200.0,1,1315.754655
-200.0,1,1315.786398
423.75,136,1317.658624
-200.0,1,1317.692145
-200.0,1,1317.723575
-200.0,1,1317.754197
142.05,58,1318.56881
-200.0,1,1318.603184
-200.0,1,1318.635067
-200.0,1,1318.669327
1170.7,203,1321.477575
-200.0,1,1321.510122
-200.0,1,1321.541859
-200.0,1,1321.57328
191.5,95,1322.892973
-200.0,1,1322.924595
-200.0,1,1322.956789
-200.0,1,1322.987421
40.5,31,1323.425386
-200.0,1,1323.458199
-200.0,1,1323.488432
-200.0,1,1323.52045
-200.0,1,1323.553103
113.7,145,1325.567348
-200.0,1,1325.599868
-200.0,1,1325.637616
-200.0,1,1325.668286
-200.0,1,1325.706727
-200.0,1,1325.737185
74.6,121,1327.40804
-200.0,1,1327.44055
-200.0,1,1327.473677
-200.0,1,1327.505599
-186.3,7,1327.615792
-200.0,1,1327.647475
-200.0,1,1327.678251
-200.0,1,1327.706148
313.6,97,1329.048904
-200.0,1,1329.08623
-200.0,1,1329.119483
-200.0,1,1329.153894
-200.0,1,1329.184946
333.85,82,1330.31558
-200.0,1,1330.350606
-200.0,1,1330.382123
-200.0,1,1330.415204
489.7,129,1332.622774
-200.0,1,1332.656178
-200.0,1,1332.689138
-200.0,1,1332.718846
21.8,89,1333.95826
-200.0,1,1333.990147
-200.0,1,1334.02163
-200.0,1,1334.053629
19.75,94,1335.373881
-200.0,1,1335.407559
-200.0,1,1335.441118
-200.0,1,1335.473246
507.5,173,1337.850269
-200.0,1,1337.883969
-200.0,1,1337.917833
-200.0,1,1337.949228
770.85,206,1340.810971
-200.0,1,1340.852326
-200.0,1,1340.888262
-200.0,1,1340.918185
-200.0,1,1340.947843
365.6,155,1343.090555
-200.0,1,1343.123191
-200.0,1,1343.155251
-200.0,1,1343.187342
-200.0,1,1343.218656
-204.2,5,1343.302577
-200.0,1,1343.335432
-200.0,1,1343.367617
-200.0,1,1343.398536
752.3,117,1345.009811
-200.0,1,1345.042001
-200.0,1,1345.075518
-200.0,1,1345.106872
653.5,123,1346.807539
-200.0,1,1346.840464
-200.0,1,1346.873264
-200.0,1,1346.904032
915.55,180,1349.385616
-200.0,1,1349.420351
-200.0,1,1349.452843
-200.0,1,1349.486875
-200.0,1,1349.518212
460.0,121,1351.180872
-200.0,1,1351.213125
-200.0,1,1351.244608
-200.0,1,1351.275542
-87.8,55,1352.048261
-200.0,1,1352.081584
-200.0,1,1352.115502
-200.0,1,1352.146903
543.45,108,1353.644818
-200.0,1,1353.677657
-200.0,1,1353.710145
-200.0,1,1353.741661
750.85,176,1356.167978
-200.0,1,1356.212222
-200.0,1,1356.243123
-200.0,1,1356.272506
-200.0,1,1356.302343
243.05,142,1358.268958
-200.0,1,1358.301336
-200.0,1,1358.334728
-200.0,1,1358.366228
578.75,186,1361.380942
-200.0,1,1361.414313
-200.0,1,1361.44607
-200.0,1,1361.477465
1263.85,268,1365.208504
-200.0,1,1365.249701
-200.0,1,1365.281278
-200.0,1,1365.311898
-200.0,1,1365.341273
409.1,139,1367.23952
-200.0,1,1367.274483
-200.0,1,1367.304397
-200.0,1,1367.336342
132.95,58,1368.148138
-200.0,1,1368.181982
-200.0,1,1368.214119
-200.0,1,1368.245711
1435.75,272,1371.993938
-200.0,1,1372.025164
-200.0,1,1372.057236
-200.0,1,1372.090916
251.3,91,1373.358524
-200.0,1,1373.391181
-200.0,1,1373.423408
-200.0,1,1373.460946
-200.0,1,1373.490681
-200.0,1,1373.518442
-121.95,46,1374.158993
-200.0,1,1374.191075
-200.0,1,1374.222696
-200.0,1,1374.254368
3592.75,552,1381.874233
-200.0,1,1381.907316
-200.0,1,1381.939495
-200.0,1,1381.971253
2309.15,630,1391.115559
-200.0,1,1391.14746
-200.0,1,1391.179742
-200.0,1,1391.20943
3781.05,630,1399.764987
-200.0,1,1399.794174
-200.0,1,1399.822923
-200.0,1,1399.852848
-200.0,1,1399.880568
-200.0,1,1399.908624
-200.0,1,1399.936365
-200.0,1,1399.9659
-200.0,1,1399.994067
-200.0,1,1400.021998
516.8,109,1401.389409
-200.0,1,1401.417734
-200.0,1,1401.446487
-200.0,1,1401.475971
-209.4,9,1401.595711
-200.0,1,1401.624371
-200.0,1,1401.653429
-200.0,1,1401.688093
-200.0,1,1401.716575
809.75,182,1404.043916
-200.0,1,1404.072306
-200.0,1,1404.101423
-200.0,1,1404.133218
354.45,84,1405.197918
-200.0,1,1405.229183
-200.0,1,1405.256709
-200.0,1,1405.287026
-201.55,2,1405.328584
862.35,158,1407.337178
-200.0,1,1407.367138
-200.0,1,1407.397918
-200.0,1,1407.426495
